Date,Pageviews
2024-01-14,112
2024-01-15,81
2024-01-16,114
2024-01-17,99
2024-01-18,96
2024-01-19,86
2024-01-20,79
2024-01-21,77
2024-01-22,118
2024-01-23,110
2024-01-24,109
2024-01-25,142
2024-01-26,99
2024-01-27,59
2024-01-28,94
2024-01-29,124
2024-01-30,114
2024-01-31,111
2024-02-01,85
2024-02-02,91
2024-02-03,53
2024-02-04,57
2024-02-05,89
2024-02-06,62
2024-02-07,78
2024-02-08,95
2024-02-09,59
2024-02-10,116
2024-02-11,126
2024-02-12,100
2024-02-13,117
2024-02-14,88
2024-02-15,107
2024-02-16,89
2024-02-17,100
2024-02-18,79
2024-02-19,137
2024-02-20,143
2024-02-21,93
2024-02-22,106
2024-02-23,93
2024-02-24,66
2024-02-25,85
2024-02-26,99
2024-02-27,120
2024-02-28,122
2024-02-29,150
2024-03-01,142
2024-03-02,113
2024-03-03,121
2024-03-04,127
2024-03-05,114
2024-03-06,110
2024-03-07,95
2024-03-08,96
2024-03-09,54
2024-03-10,94
2024-03-11,84
2024-03-12,122
2024-03-13,113
