Date,Pageviews
2024-01-14,88
2024-01-15,96
2024-01-16,91
2024-01-17,115
2024-01-18,83
2024-01-19,99
2024-01-20,75
2024-01-21,75
2024-01-22,100
2024-01-23,89
2024-01-24,59
2024-01-25,97
2024-01-26,108
2024-01-27,74
2024-01-28,61
2024-01-29,104
2024-01-30,61
2024-01-31,107
2024-02-01,60
2024-02-02,72
2024-02-03,50
2024-02-04,44
2024-02-05,56
2024-02-06,90
2024-02-07,83
2024-02-08,85
2024-02-09,70
2024-02-10,48
2024-02-11,64
2024-02-12,68
2024-02-13,86
2024-02-14,82
2024-02-15,84
2024-02-16,128
2024-02-17,86
2024-02-18,55
2024-02-19,58
2024-02-20,85
2024-02-21,68
2024-02-22,92
2024-02-23,65
2024-02-24,52
2024-02-25,67
2024-02-26,68
2024-02-27,119
2024-02-28,91
2024-02-29,69
2024-03-01,64
2024-03-02,53
2024-03-03,44
2024-03-04,83
2024-03-05,85
2024-03-06,54
2024-03-07,83
2024-03-08,62
2024-03-09,67
2024-03-10,48
2024-03-11,72
2024-03-12,65
2024-03-13,72
