Date,Pageviews
2024-01-14,85
2024-01-15,114
2024-01-16,103
2024-01-17,97
2024-01-18,113
2024-01-19,122
2024-01-20,74
2024-01-21,85
2024-01-22,116
2024-01-23,112
2024-01-24,108
2024-01-25,106
2024-01-26,94
2024-01-27,73
2024-01-28,54
2024-01-29,112
2024-01-30,116
2024-01-31,89
2024-02-01,101
2024-02-02,83
2024-02-03,86
2024-02-04,70
2024-02-05,88
2024-02-06,85
2024-02-07,60
2024-02-08,78
2024-02-09,57
2024-02-10,88
2024-02-11,64
2024-02-12,92
2024-02-13,63
2024-02-14,71
2024-02-15,65
2024-02-16,88
2024-02-17,69
2024-02-18,64
2024-02-19,87
2024-02-20,98
2024-02-21,102
2024-02-22,48
2024-02-23,65
2024-02-24,101
2024-02-25,65
2024-02-26,71
2024-02-27,83
2024-02-28,88
2024-02-29,77
2024-03-01,75
2024-03-02,50
2024-03-03,66
2024-03-04,65
2024-03-05,68
2024-03-06,77
2024-03-07,57
2024-03-08,67
2024-03-09,56
2024-03-10,54
2024-03-11,62
2024-03-12,70
2024-03-13,59
