Date,Pageviews
2024-01-14,57
2024-01-15,93
2024-01-16,147
2024-01-17,197
2024-01-18,182
2024-01-19,91
2024-01-20,78
2024-01-21,84
2024-01-22,79
2024-01-23,92
2024-01-24,76
2024-01-25,62
2024-01-26,105
2024-01-27,74
2024-01-28,57
2024-01-29,60
2024-01-30,74
2024-01-31,62
2024-02-01,68
2024-02-02,81
2024-02-03,66
2024-02-04,52
2024-02-05,58
2024-02-06,56
2024-02-07,55
2024-02-08,46
2024-02-09,88
2024-02-10,51
2024-02-11,79
2024-02-12,70
2024-02-13,63
2024-02-14,79
2024-02-15,54
2024-02-16,56
2024-02-17,52
2024-02-18,60
2024-02-19,75
2024-02-20,48
2024-02-21,61
2024-02-22,57
2024-02-23,62
2024-02-24,72
2024-02-25,68
2024-02-26,67
2024-02-27,65
2024-02-28,71
2024-02-29,65
2024-03-01,71
2024-03-02,64
2024-03-03,78
2024-03-04,86
2024-03-05,78
2024-03-06,69
2024-03-07,70
2024-03-08,67
2024-03-09,58
2024-03-10,56
2024-03-11,57
2024-03-12,92
2024-03-13,122
