Date,Pageviews
2024-01-14,104
2024-01-15,94
2024-01-16,88
2024-01-17,72
2024-01-18,80
2024-01-19,69
2024-01-20,70
2024-01-21,80
2024-01-22,69
2024-01-23,65
2024-01-24,72
2024-01-25,88
2024-01-26,66
2024-01-27,68
2024-01-28,92
2024-01-29,87
2024-01-30,68
2024-01-31,77
2024-02-01,58
2024-02-02,62
2024-02-03,72
2024-02-04,80
2024-02-05,57
2024-02-06,80
2024-02-07,79
2024-02-08,74
2024-02-09,85
2024-02-10,61
2024-02-11,75
2024-02-12,72
2024-02-13,99
2024-02-14,83
2024-02-15,65
2024-02-16,83
2024-02-17,79
2024-02-18,74
2024-02-19,85
2024-02-20,70
2024-02-21,82
2024-02-22,62
2024-02-23,82
2024-02-24,71
2024-02-25,82
2024-02-26,99
2024-02-27,78
2024-02-28,78
2024-02-29,62
2024-03-01,69
2024-03-02,69
2024-03-03,64
2024-03-04,83
2024-03-05,68
2024-03-06,58
2024-03-07,85
2024-03-08,59
2024-03-09,71
2024-03-10,87
2024-03-11,56
2024-03-12,74
2024-03-13,79
