Date,Pageviews
2024-01-14,12
2024-01-15,65
2024-01-16,67
2024-01-17,79
2024-01-18,80
2024-01-19,84
2024-01-20,50
2024-01-21,44
2024-01-22,99
2024-01-23,60
2024-01-24,106
2024-01-25,96
2024-01-26,65
2024-01-27,42
2024-01-28,50
2024-01-29,96
2024-01-30,102
2024-01-31,104
2024-02-01,87
2024-02-02,67
2024-02-03,47
2024-02-04,29
2024-02-05,58
2024-02-06,72
2024-02-07,76
2024-02-08,77
2024-02-09,64
2024-02-10,50
2024-02-11,31
2024-02-12,71
2024-02-13,123
2024-02-14,73
2024-02-15,81
2024-02-16,73
2024-02-17,31
2024-02-18,50
2024-02-19,92
2024-02-20,71
2024-02-21,70
2024-02-22,81
2024-02-23,67
2024-02-24,34
2024-02-25,31
2024-02-26,67
2024-02-27,74
2024-02-28,50
2024-02-29,72
2024-03-01,70
2024-03-02,31
2024-03-03,28
2024-03-04,60
2024-03-05,74
2024-03-06,69
2024-03-07,76
2024-03-08,59
2024-03-09,37
2024-03-10,31
2024-03-11,60
2024-03-12,79
2024-03-13,83
