Date,Pageviews
2024-01-14,63
2024-01-15,84
2024-01-16,93
2024-01-17,92
2024-01-18,91
2024-01-19,70
2024-01-20,50
2024-01-21,47
2024-01-22,78
2024-01-23,89
2024-01-24,102
2024-01-25,76
2024-01-26,100
2024-01-27,44
2024-01-28,37
2024-01-29,78
2024-01-30,101
2024-01-31,125
2024-02-01,90
2024-02-02,83
2024-02-03,45
2024-02-04,46
2024-02-05,75
2024-02-06,96
2024-02-07,71
2024-02-08,96
2024-02-09,74
2024-02-10,33
2024-02-11,44
2024-02-12,69
2024-02-13,78
2024-02-14,75
2024-02-15,93
2024-02-16,108
2024-02-17,58
2024-02-18,39
2024-02-19,77
2024-02-20,102
2024-02-21,100
2024-02-22,113
2024-02-23,77
2024-02-24,58
2024-02-25,46
2024-02-26,125
2024-02-27,113
2024-02-28,126
2024-02-29,140
2024-03-01,87
2024-03-02,66
2024-03-03,51
2024-03-04,113
2024-03-05,131
2024-03-06,147
2024-03-07,165
2024-03-08,174
2024-03-09,210
2024-03-10,207
2024-03-11,184
2024-03-12,192
2024-03-13,188
